Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) < 20 years,0-5,567,24,,,,1250,90,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",0-5,567,24,,,,1250,90.00,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,14,1,,,,,,,0.9,0.1,,,7.7,0,2.6,50.98,,1,7.69,,,,dark vertisols,44.1,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) < 20 years,5-15,567,24,,,,1250,90,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",5-15,567,24,,,,1250,90.00,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,13,1,,,,,,,1,0.1,,,12.8,1.1,-0.5,-3.76,,1,8.33,,,,dark vertisols,43.1,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) < 20 years,15-30,567,24,,,,1250,90,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",15-30,567,24,,,,1250,90.00,3,900,,Jun-13,180-240,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,11,1,,,,,,,1.1,0.1,,,19.2,2,2.8,17.07,,1,10,,,,dark vertisols,41.8,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Control,,Adjacent < 20 yr enclosure open grazing (control),0-5,567,24,,,,1250,90,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",0-5,567,24,,,,1250,90.00,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,13,1,,,,,,,1.1,0.1,,,5.1,0.5,,,,,,,,,dark vertisols,44.7,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Control,,Adjacent < 20 yr enclosure open grazing (control),5-15,567,24,,,,1250,90,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",5-15,567,24,,,,1250,90.00,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,12,1,,,,,,,1.1,0.1,,,13.3,1.7,,,,,,,,,dark vertisols,44.2,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Control,,Adjacent < 20 yr enclosure open grazing (control),15-30,567,24,,,,1250,90,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",15-30,567,24,,,,1250,90.00,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,10,1,,,,,,,1.2,0.1,,,16.4,1.1,,,,,,,,,dark vertisols,44.6,domestic,,Cattle,Good,Jasper,,,0
Effects of Deferred Grazing Regime on Rangeland Productivity and Health: A Case Study of Simanjiro District in Northern Tanzania,Tanzania,2024,"37.327463533706236, -3.771134312488437",Restoration & Rewilding,,Exclosure ,,"Deferred grazing (only during dry season June-Oct and not during rainy season Nov–May). Cultivation, sand mining, and settlements are not allowed.",0-15,650,26.5,,,,,90,5,1000,,Aug-21,96,"Biomass woody, biomass herb",0-15,650,26.5,,,,,90.00,5,1000,,Aug-21,96,"Biomass woody, biomass herb",,,9,1,,,,,,,,,,,,,,,,4.8,114.29,,,,,,,,,Good,Jasper,,,0
Effects of Deferred Grazing Regime on Rangeland Productivity and Health: A Case Study of Simanjiro District in Northern Tanzania,Tanzania,2024,"37.327463533706236, -3.771134312488437",Restoration & Rewilding,,Control,,Continuous grazing all year round (control),0-15,650,26.5,,,,,90,5,1000,,Sep-21,96,"Biomass woody, biomass herb",0-15,650,26.5,,,,,90.00,5,1000,,Sep-21,96,"Biomass woody, biomass herb",,,4.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Fire suppression,,Unburned - site 1 ,0-10,678,22,,,,,17,19,,1955-1975,2003,336-576,"pH, Infiltration, clay, K",0-10,678,22,,,,,17.00,19,,1955-1975,2003,336-576,"pH, Infiltration, clay, K",,,19,,,,,,,,,,,,,,,,,2.2,13.0952381,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Control,,Annual burn in August (control) - site 1,0-10,678,22,,,,,17,19,,1955-1975,2003,336-576,"pH, Infiltration, clay, K",0-10,678,22,,,,,17.00,19,,1955-1975,2003,336-576,"pH, Infiltration, clay, K",,,16.8,,,,,,,,,,,,,,,,,,,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Fire suppression,,Unburned - site 2,0-1,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",0-1,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,27,8,,,,,,,,,,,,,,,,19.5,260,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Fire suppression,,Unburned - site 2,1-2,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",1-2,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,12,2,,,,,,,,,,,,,,,,6,100,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Fire suppression,,Unburned - site 2,3-4,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",3-4,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,9,1.5,,,,,,,,,,,,,,,,4,80,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Fire suppression,,Unburned - site 2,10-15,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",10-15,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,5,4,,,,,,,,,,,,,,,,2.5,100,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Control,,Annual burn in August (control) - site 2,0-1,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",0-1,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,7.5,0.5,,,,,,,,,,,,,,,,,,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Control,,Annual burn in August (control) - site 2,1-2,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",1-2,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,6,0.5,,,,,,,,,,,,,,,,,,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Control,,Annual burn in August (control) - site 2,3-4,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",3-4,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,5,0.2,,,,,,,,,,,,,,,,,,,,,Rhodic Lixisols,,,,,,Jasper,,,0
Frequent fires intensify soil crusting: Physicochemical feedback in the pedoderm of long-term burn experiments in South Africa,South Africa,2004,"31.5, -24",Fire management,,Control,,Annual burn in August (control) - site 2,10-15,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",10-15,678,22,,,,,,4,,1955,2003,576,"pH, Infiltration, clay, K",,,2.5,0.3,,,,,,,,,,,,,,,,,,,,,Rhodic Lixisols,,,,,,Jasper,,,0
"Impact of enclosure management on soil properties and microbial biomass in a restored semi-arid rangeland, Kenya",Kenya,2014,"36, 1",Grazing management,Restoration & Rewilding,Decrease in grazing intensity,Soil/water retention,Communal exclosures including micro-cathchment structures and reseeding,0-20,550,25,,,,900,5,18,,1989-1999,2012,200,,0-20,550,25,,,,900,5.00,18,,1989-1999,2012,200,,,,,,,,,,,,1.19,0.06,,,16.33,2.07,8.21,101.11,,,,,,,Eutric and Calcaric Fluvisols,9.3,,,,Good,Jasper,,,0
"Impact of enclosure management on soil properties and microbial biomass in a restored semi-arid rangeland, Kenya",Kenya,2014,"36, 1",Grazing management,,Control,,Adjacent area to communal exclosures (control),0-20,550,25,,,,900,5,18,,,,,,0-20,550,25,,,,900,5.00,18,,,,,,,,,,,,,,,,1.48,0.08,,,8.12,2.38,,,,,,,,,Eutric and Calcaric Fluvisols,12.5,,,,Good,Jasper,,,0
"Impact of enclosure management on soil properties and microbial biomass in a restored semi-arid rangeland, Kenya",Kenya,2014,"36, 1",Grazing management,,Decrease in grazing intensity,,Private exclosures,0-20,550,25,,,,900,5,18,,1995-2009,2012,96,,0-20,550,25,,,,900,5.00,18,,1995-2009,2012,96,,,,,,,,,,,,1.31,0.07,,,10.95,2.6,1.7,18.38,,,,,,,Eutric and Calcaric Fluvisols,13.3,,,,Good,Jasper,,,0
"Impact of enclosure management on soil properties and microbial biomass in a restored semi-arid rangeland, Kenya",Kenya,2014,"36, 1",Grazing management,,Control,,Adjacent area to private exclosures (control),0-20,550,25,,,,900,5,18,,,,,,0-20,550,25,,,,900,5.00,18,,,,,,,,,,,,,,,,1.57,0.1,,,9.25,3.25,,,,,,,,,Eutric and Calcaric Fluvisols,9.7,,,,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Grazing Dominated Enclosure (GDE),0-10,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",0-10,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,6.61,0.89,,,,,1.39,0.1,,,,,,,,,,1.68,34.08,,,,Haplic Lixisols,78.7,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Grazing Dominated Enclosure (GDE),10-20,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",10-20,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,6.28,0.99,,,,,1.37,0.05,,,,,,,,,,1.4,28.69,,,,Haplic Lixisols,77.8,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Grazing Dominated Enclosure (GDE),20-40,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",20-40,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,5.47,0.77,,,,,1.36,0.06,,,,,,,,,,1.11,25.46,,,,Haplic Lixisols,78.2,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Contractual Grazing Enclosure (CGE),0-10,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",0-10,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,6.22,0.78,,,,,1.42,0.1,,,,,,,,,,6.22,126.17,,,,Haplic Lixisols,81.3,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Contractual Grazing Enclosure (CGE),10-20,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",10-20,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,5.86,0.67,,,,,1.46,0.1,,,,,,,,,,-8.94,-183.2,,,,Haplic Lixisols,80.6,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Contractual Grazing Enclosure (CGE),20-40,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",20-40,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,5.57,0.57,,,,,1.45,0.05,,,,,,,,,,-14.63,-335.55,,,,Haplic Lixisols,80.6,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Open Grazing Rangeland (OGR) (control),0-10,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",0-10,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,4.93,0.69,,,,,1.49,0.05,,,,,,,,,,,,,,,Haplic Lixisols,79.5,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Open Grazing Rangeland (OGR) (control),10-20,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",10-20,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,4.88,0.65,,,,,1.47,0.06,,,,,,,,,,,,,,,Haplic Lixisols,78.9,domestic,3,Cattle,Good,Jasper,,,0
"Enhancing soil organic carbon, particulate organic carbon and microbial biomass in semi-arid rangeland using pasture enclosures",Kenya,2018,"35.2333, 1.3167",Grazing management,,Improved grazing methods,,Open Grazing Rangeland (OGR) (control),20-40,850,23,,,,,27,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",20-40,850,23,,,,,27.00,3,,,Nov-16,204,"pH, CEC, Sand, Silt, Clay, Moisture, BD",,,4.36,0.74,,,,,1.47,0.06,,,,,,,,,,,,,,,Haplic Lixisols,78.7,domestic,3,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Control,,"Fire, no grazing (control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,,,,,,,,,"Lixisols, silty-clay",14.4,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Control,,"Fire, light grazing (2 Animal Unit Day (AUD -ha) (control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,,,,,,,,,"Lixisols, silty-clay",12.7,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Control,,"Fire, moderate grazing (4 Animal Unit Day (AUD -ha) (control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,19,,,,,,,,1.4,,,,26.6,,,,,,,,,,"Lixisols, silty-clay",10,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Control,,"Fire, heavy grazing (6 Animal Unit Day (AUD -ha) (control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,,,,,,,,,"Lixisols, silty-clay",9,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Control,,"Fire, very heavy grazing (8 Animal Unit Day (AUD) -ha (control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,15,,,,,,,,1.4,,,,21,,,,,,,,,,"Lixisols, silty-clay",10,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Fire suppression,,"No fire, no grazing",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,18,,,,,,,,1.4,,,,25.2,,1.4,5.882352941,,1,5.882352941,,,,"Lixisols, silty-clay",14.4,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Fire suppression,,"No fire, light grazing (2 Animal Unit Day (AUD -ha) ",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,0,0,,0,0,,,,"Lixisols, silty-clay",12.1,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Fire suppression,,"No fire, moderate grazing (4 Animal Unit Day (AUD -ha) ",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,16,,,,,,,,1.4,,,,22.4,,-4.2,-15.78947368,,-3,-15.78947368,,,,"Lixisols, silty-clay",14.5,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Fire suppression,,"No fire, heavy grazing (6 Animal Unit Day (AUD -ha) ",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,16,,,,,,,,1.4,,,,22.4,,-1.4,-5.882352941,,-1,-5.882352941,,,,"Lixisols, silty-clay",12.5,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Fire management,Grazing management,Fire suppression,,"No fire, very heavy grazing (8 Animal Unit Day (AUD) -ha ",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,12,,,,,,,,1.5,,,,18,,-3,-14.28571429,,-3,-20,,,,"Lixisols, silty-clay",30.9,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,Fire management,Decrease in grazing intensity,,"No grazing, no fire",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,18,,,,,,,,1.4,,,,25.2,,7.2,40,,6,50,,,,"Lixisols, silty-clay",13.4,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,Fire management,Decrease in grazing intensity,,"Light grazing (2 Animal Unit Day (AUD -ha), no fire",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,5.8,32.22222222,,5,41.66666667,,,,"Lixisols, silty-clay",12.1,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,Fire management,Decrease in grazing intensity,,"Moderate grazing (4 Animal Unit Day (AUD -ha), no fire",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,16,,,,,,,,1.4,,,,22.4,,4.4,24.44444444,,4,33.33333333,,,,"Lixisols, silty-clay",14.5,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,Fire management,Decrease in grazing intensity,,"Heavy grazing (6 Animal Unit Day (AUD -ha), no fire",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,16,,,,,,,,1.4,,,,22.4,,4.4,24.44444444,,4,33.33333333,,,,"Lixisols, silty-clay",12.5,domestic,,Cattle,Good,Jasper,,,0
