,basic_info-date,basic_info-organisation_name,basic_info-organisation_other,geography-state_name,geography-region_name,geography-district_name,geography-community_name,plot_details-photo,plot_details-polygon,land_use_selection-project_name,land_use_selection-land_use,land_use_selection-intervention,halfmoons-halfmoon_details-halfmoon_type,halfmoons-halfmoon_details-date,halfmoons-halfmoon_details-total_halfmoons,halfmoons-halfmoon_details-size,halfmoons-halfmoon_details-length_decimal,halfmoons-halfmoon_details-width_decimal,halfmoons-halfmoon_details-depth_decimal,halfmoons-halfmoon_details_2-type_halfmoons,halfmoons-halfmoon_details_2-average_space,halfmoons-halfmoon_details_2-vertical_space,halfmoons-halfmoon_details_2-horizontal_space,halfmoons-halfmoon_details_2-manages,halfmoons-halfmoon_details_2-youth_manages,halfmoons-halfmoon_details_2-paid_unpaid_labor,swales-swales_details-type,swales-swales_details-date,swales-swales_details-total,swales-swales_details-average_size,swales-swales_details-length,swales-swales_details-width,swales-swales_details-depth,swales-swales_details-manages,swales-swales_details-youth_manages,swales-swales_details-paid_unpaid_labor,bunds-bunds_details-type,bunds-bunds_details-date,bunds-bunds_details-total,bunds-bunds_details-average_size,bunds-bunds_details-length,bunds-bunds_details-width,bunds-bunds_details-depth,bunds-bunds_details-manages,bunds-bunds_details-youth_manages,bunds-bunds_details-paid_unpaid_labor,terracing-terrace_details-type,terracing-terrace_details-date,terracing-terrace_details-total,terracing-terrace_details-average_size,terracing-terrace_details-length,terracing-terrace_details-width,terracing-terrace_details-depth,terracing-terrace_details-manages,terracing-terrace_details-youth_manages,terracing-terrace_details-paid_unpaid_labor,contour-contour_details-type,contour-contour_details-date,contour-contour_details-total,contour-contour_details-average_size,contour-contour_details-length,contour-contour_details-width,contour-contour_details-depth,contour-contour_details-manages,contour-contour_details-youth_manages,contour-contour_details-paid_unpaid_labor,keylines-keyline_details-type,keylines-keyline_details-date,keylines-keyline_details-total,keylines-keyline_details-average_size,keylines-keyline_details-length,keylines-keyline_details-width,keylines-keyline_details-depth,keylines-keyline_details-manages,keylines-keyline_details-youth_manages,keylines-keyline_details-paid_unpaid_labor,rock_dams-type,rock_dams-date,rock_dams-total,rock_dams-average_size,rock_dams-length,rock_dams-width,rock_dams-depth,rock_dams-manages,rock_dams-youth_manages,rock_dams-paid_unpaid_labor,rock_dams-trees_dams-planted_choice7,rock_dams-trees_dams-num_tree_species,rock_dams-trees_dams-num_trees_planted,rock_dams-trees_dams-num_tree_survived,rock_dams-trees_dams-dams_trees_species,rock_dams-trees_dams-other_dams_trees,rock_dams-grass_dams-num_grass_species,rock_dams-grass_dams-kg_grass_seeds,rock_dams-grass_dams-dams_grass_species,rock_dams-grass_dams-other_dams_grass,rock_dams-managements_dams-additional_management7,rock_dams-managements_dams-management_practices,rock_dams-managements_dams-crops_present7,rock_dams-managements_dams-crops_in_field7,rock_dams-managements_dams-other_crops,rock_dams-managements_dams-agricultural_field_state,rock_dams-gps-Latitude,rock_dams-gps-Longitude,rock_dams-gps-Altitude,rock_dams-gps-Accuracy,rock_dams-photo,plugging-plug_details-type,plugging-plug_details-date,plugging-plug_details-total,plugging-plug_details-average_size,plugging-plug_details-length,plugging-plug_details-width,plugging-plug_details-depth,plugging-plug_details-manages,plugging-plug_details-youth_manages,plugging-plug_details-paid_unpaid_labor,gabions-gabions_details-type,gabions-gabions_details-date,gabions-gabions_details-total,gabions-gabions_details-average_size,gabions-gabions_details-length,gabions-gabions_details-width,gabions-gabions_details-depth,gabions-gabions_details-manages,gabions-gabions_details-youth_manages,gabions-gabions_details-paid_unpaid_labor,basins-basin_details-type,basins-basin_details-date,basins-basin_details-total,basins-basin_details-average_size,basins-basin_details-length,basins-basin_details-width,basins-basin_details-depth,basins-basin_details-average_space,basins-basin_details-vertical_space,basins-basin_details-horizontal_space,basins-basin_details-manages,basins-basin_details-youth_manages,basins-basin_details-paid_unpaid_labor,invasive_removal-removal_date,invasive_removal-invasive_species,invasive_removal-other_invasive_species,invasive_removal-severity,invasive_removal-removal_methods,invasive_removal-removal_frequency,invasive_removal-tree_species,invasive_removal-other_basins_trees,invasive_removal-grass_species,invasive_removal-other_basins_grass,waterpoints-wp_ownership,waterpoints-wp_type,waterpoints-wp_depth,waterpoints-wp_avg_distance,waterpoints-wp_availability,waterpoints-wp_contami_sources,waterpoints-wp_protection,waterpoints-wp_usage,waterpoints-wp_condition,waterpoints-wp_facilities,waterpoints-gps-Latitude,waterpoints-gps-Longitude,waterpoints-gps-Altitude,waterpoints-gps-Accuracy,waterpoints-photo,geometry,area_m2,area_ha,basic_info-name
10,23/04/2025,nrc,,jubaland,lower_juba,kismayo,qamqam,1745406097522.jpg,-0.2010298 42.6067795 -24.0 7.5;-0.1991449 42.6064235 -31.0 3.438;-0.1991555 42.6064481 -32.0 3.16;-0.201025 42.6068027 -30.0 3.711;-0.2010298 42.6067795 -24.0 7.5,brcis3,rangeland,soil_bunds,,,,,,,,,,,,,,,,,,,,,,,,,new,19/11/2024,1.0,,370.0,3.5,1.5,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.60678 -0.2010298, 42.60642 -0.1991449, 42.60645 -0.1991555, 42.6068 -0.201025, 42.60678 -0.2010298))",564.9892032,0.05649892,Ahmed Ibrahim
11,23/04/2025,nrc,,jubaland,lower_juba,kismayo,qamqam,1745402742017.jpg,-0.212379 42.6065826 -21.0 4.596;-0.217592 42.6078879 -25.0 3.343;-0.2179276 42.6107204 -23.0 3.841;-0.2112048 42.6109027 -33.0 4.012;-0.2123543 42.6065897 -22.0 3.695;-0.212379 42.6065826 -21.0 4.596,brcis3,agriculture,swales,,,,,,,,,,,,,,,existing,1/8/2022,2.0,,3500.0,1.5,0.7,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.60658 -0.212379, 42.60789 -0.217592, 42.61072 -0.2179276, 42.6109 -0.2112048, 42.60659 -0.2123543, 42.60658 -0.212379))",266115.7452,26.61157452,Ahmed Ibrahim
12,23/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,bonkai,1745404216224.jpg,3.149929 43.6332453 451.0 7.8;3.1498682 43.6332363 454.0 6.333;3.1493703 43.634388 454.0 7.0;3.1494943 43.633248 455.0 18.0;3.1499121 43.6332838 443.0 8.1;3.149929 43.6332453 451.0 7.8,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,8.0,above_5000m,all_year,none,well_covered fenced,agriculture,funtional,pump solar_panels,3.1497746,43.6332647,447.0,5.0,1745404653316.jpg,"POLYGON ((43.63325 3.149929, 43.63324 3.149868, 43.63439 3.14937, 43.63325 3.149494, 43.63328 3.149912, 43.63325 3.149929))",2505.638995,0.2505639,Hassan Omar Khadhib
13,23/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,salbuuy,1745397999226.jpg,3.164137 43.6156283 459.0 4.25;3.1648749 43.6120697 457.0 3.338;3.1621864 43.6104079 458.0 3.0;3.1589889 43.6109188 456.0 3.518;3.1584945 43.6122871 455.0 4.083;3.1597715 43.6134879 453.0 3.8;3.1603467 43.6140413 455.0 3.191;3.164137 43.6156283 459.0 4.25,brcis3,agriculture,halfmoons water_points,new,30/11/2024,100.0,,4.0,3.0,40.0,boomerangs,,3.0,6.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,3.0,above_5000m,all_year,none,none,agriculture,funtional,none,3.163685,43.6155443,460.0,4.8,1745402030264.jpg,"POLYGON ((43.61563 3.164137, 43.61207 3.164875, 43.61041 3.162186, 43.61092 3.158989, 43.61229 3.158495, 43.61349 3.159772, 43.61404 3.160347, 43.61563 3.164137))",255257.5184,25.52575184,Hassan Omar Khadhibr
14,23/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,rebay,1745393186912.jpg,3.1658482 43.5813256 460.0 3.0;3.1658527 43.5812884 460.0 2.0;3.165539 43.5804971 460.0 4.549;3.1655428 43.5802945 460.0 3.0;3.1652369 43.5782396 462.0 7.0;3.1636072 43.577922 459.0 4.25;3.1622298 43.580396 467.0 8.5;3.1642025 43.5810986 462.0 4.573;3.1658482 43.5813256 460.0 3.0,brcis3,agriculture,halfmoons contour_planting water_points rock_dam,new,1/4/2025,410.0,,6.0,3.0,40.0,boomerangs,,6.0,2.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,10/4/2025,1.0,,62.0,1.0,60.0,both,yes,paid,,,,,,,,,,,existing,29/03/2025,1.0,,55.0,42.0,4.0,both,yes,paid,none,,,,,,,,,,no,,,,,,3.1625144,43.5803052,458.0,5.0,1745395146158.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,8.0,less_than_100m,wet_season,none,none,agriculture,funtional,pump generator solar_panels,3.1636469,43.5790007,461.0,4.9,1745394736798.jpg,"POLYGON ((43.58133 3.165848, 43.58129 3.165853, 43.5805 3.165539, 43.58029 3.165543, 43.57824 3.165237, 43.57792 3.163607, 43.5804 3.16223, 43.5811 3.164203, 43.58133 3.165848))",94844.64127,9.484464127,ABSHIR ABDULLAH ALI
15,22/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,bonkai,1745313098200.jpg,3.1499781 43.6342212 446.0 6.0;3.1493612 43.6344017 453.0 4.0;3.149753 43.6340162 453.0 8.5;3.1499158 43.6333028 450.0 7.75;3.1499781 43.6342212 446.0 6.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,5.0,above_5000m,all_year,none,fenced well_covered,agriculture,funtional,pump solar_panels,3.14965,43.633254,449.0,4.833,1745314055658.jpg,"POLYGON ((43.63422 3.149978, 43.6344 3.149361, 43.63402 3.149753, 43.6333 3.149916, 43.63422 3.149978))",2203.157345,0.220315734,Hassan Omar Khadhib
16,12/10/2024,nrc,,southwestâ€¦,bay.,baidoa.,bonkai,1745307502997.jpg,3.1534413 43.6314042 453.0 6.4;3.153341 43.6329253 447.0 3.118;3.1504309 43.6339821 447.0 7.0;3.1505242 43.63203 448.0 9.8;3.1534413 43.6314042 453.0 6.4,brcis3,agriculture,halfmoons gabions water_points swales gulley_plugging,both,12/10/2024,50.0,,6.0,3.0,40.0,boomerangs,,3.0,6.0,both,yes,paid,new,12/10/2024,8.0,,50.0,1.0,40.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,25/10/2024,10.0,,4.0,1.5,1.5,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,5.0,above_5000m,all_year,none,fenced well_covered,agriculture,funtional,pump solar_panels,3.1498996,43.63343,448.0,5.0,1745312857186.jpg,"POLYGON ((43.6314 3.153441, 43.63293 3.153341, 43.63398 3.150431, 43.63203 3.150524, 43.6314 3.153441))",61312.54585,6.131254585,Hassan Omar Khadhib
17,3/1/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745225420733.jpg,3.0957405 43.6499225 361.0 3.75;3.0964282 43.6502755 357.0 3.395;3.0969197 43.6500854 359.0 3.36;3.0966545 43.6484173 364.0 3.229;3.0962209 43.6483655 366.0 3.035;3.095366 43.6485315 366.0 4.715;3.0948699 43.6488506 368.0 3.486;3.0949326 43.6495347 364.0 3.029;3.0952295 43.6498224 364.0 3.32;3.0954871 43.649944 412.20001220703125 3.247;3.0957405 43.6499225 361.0 3.75,brcis3,agriculture,halfmoons contour_planting water_points,new,6/1/2025,50.0,,6.0,3.0,40.0,boomerangs,,6.0,2.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,6/1/2025,3.0,,80.0,1.0,40.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,6.0,500m_to_1000m,wet_season,none,none,agriculture,funtional,none,3.0952292,43.648981,412.2000122,4.3,1745227526043.jpg,"POLYGON ((43.64992 3.09574, 43.65028 3.096428, 43.65009 3.09692, 43.64842 3.096655, 43.64837 3.096221, 43.64853 3.095366, 43.64885 3.09487, 43.64953 3.094933, 43.64982 3.09523, 43.64994 3.095487, 43.64992 3.09574))",34818.62762,3.481862762,Mohamud Abdullahi Ali
18,21/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745219654945.jpg,3.093496 43.6460159 370.0 3.0;3.0929467 43.6461677 412.20001220703125 7.0;3.0926582 43.6465045 412.20001220703125 7.5;3.092638 43.6466344 412.20001220703125 3.711;3.0926147 43.6470348 370.0 108.498;3.0931656 43.6484578 412.20001220703125 6.5;3.0938099 43.6490641 412.20001220703125 5.5;3.0941394 43.6495892 412.20001220703125 7.0;3.0941769 43.649581 365.0 2.5;3.0947685 43.6493744 365.0 153.563;3.0949102 43.6476163 367.0 5.059;3.0950331 43.6470443 367.0 3.609;3.0954279 43.6463464 370.0 5.132;3.0960994 43.6457086 375.0 5.722;3.095245 43.6453689 412.20001220703125 9.442;3.0942688 43.6451157 374.0 4.995;3.0941615 43.6450977 412.20001220703125 18.609;3.093496 43.6460159 370.0 3.0,RAF,agriculture,halfmoons swales contour_planting gulley_plugging water_points,new,1/3/2025,146.0,,6.0,3.0,40.0,boomerangs,,6.0,3.0,both,yes,paid,new,18/03/2025,3.0,,44.0,1.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,new,15/04/2025,9.0,,71.0,60.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,8.0,less_than_100m,wet_season,none,fenced,agriculture,funtional,pump solar_panels generator,3.0937485,43.6463145,412.2000122,3.9,1745224556271.jpg,"POLYGON ((43.64602 3.093496, 43.64617 3.092947, 43.6465 3.092658, 43.64663 3.092638, 43.64703 3.092615, 43.64846 3.093166, 43.64906 3.09381, 43.64959 3.094139, 43.64958 3.094177, 43.64937 3.094768, 43.64762 3.09491, 43.64704 3.095033, 43.64635 3.095428, 43.64571 3.096099, 43.64537 3.095245, 43.64512 3.094269, 43.6451 3.094161, 43.64602 3.093496))",100476.8844,10.04768844,ABSHIR ABDULLAH ALI
19,22/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745309992602.jpg,3.0990777 43.6494417 361.0 3.943;3.0991301 43.6494673 361.0 3.275;3.1000893 43.649484 365.0 3.435;3.1007843 43.6488788 364.0 3.493;3.100486 43.6486069 363.0 3.39;3.0994955 43.6480752 362.0 3.509;3.0992953 43.6490242 363.0 3.436;3.099068 43.6494535 411.5 3.847;3.0990777 43.6494417 361.0 3.943,RAF,agriculture,contour_planting water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,26/01/2025,13.0,,72.0,1.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,100.0,less_than_100m,wet_season,none,none,livestock,funtional,pump generator,3.0994847,43.6494487,364.0,4.6,1745310922119.jpg,"POLYGON ((43.64944 3.099078, 43.64947 3.09913, 43.64948 3.100089, 43.64888 3.100784, 43.64861 3.100486, 43.64808 3.099496, 43.64902 3.099295, 43.64945 3.099068, 43.64944 3.099078))",16842.85604,1.684285604,ABSHIR ABDULLAH ALI
20,22/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745308888222.jpg,3.0953987 43.6499362 363.0 3.0;3.0949675 43.6496569 362.0 3.273;3.0948693 43.6495332 362.0 3.447;3.0948094 43.6494193 361.0 3.451;3.0945268 43.6494873 362.0 3.218;3.0942522 43.6496532 364.0 3.252;3.0943175 43.6498606 412.20001220703125 8.093;3.0945062 43.649881 361.0 3.365;3.0945211 43.6500316 364.0 3.458;3.0949182 43.6501354 364.0 3.355;3.0953294 43.6501133 363.0 3.438;3.0953987 43.6499362 363.0 3.0,RAF,agriculture,halfmoons contour_planting,new,16/01/2025,46.0,,6.0,3.0,40.0,boomerangs,,6.0,2.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,24/01/2025,6.0,,65.0,3.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.64994 3.095399, 43.64966 3.094968, 43.64953 3.094869, 43.64942 3.094809, 43.64949 3.094527, 43.64965 3.094252, 43.64986 3.094317, 43.64988 3.094506, 43.65003 3.094521, 43.65014 3.094918, 43.65011 3.095329, 43.64994 3.095399))",5843.856774,0.584385677,ABSHIR ABDULLAH ALI
21,21/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,bonkai,1745304621420.jpg,3.1547924 43.6299965 455.0 7.0;3.1548458 43.6311002 455.0 7.5;3.1543573 43.6306387 444.0 9.0;3.1540049 43.63013 449.0 6.5;3.1540758 43.6298047 452.0 22.574;3.1542232 43.6296479 448.0 3.0;3.1542142 43.6298594 455.0 3.552;3.1546259 43.6299708 454.0 6.413;3.1547924 43.6299965 455.0 7.0,brcis3,rangeland,halfmoons swales,new,12/10/2024,100.0,,6.0,3.0,40.0,boomerangs,,3.0,6.0,both,yes,paid,new,12/10/2024,5.0,,50.0,1.0,40.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.63 3.154792, 43.6311 3.154846, 43.63064 3.154357, 43.63013 3.154005, 43.6298 3.154076, 43.62965 3.154223, 43.62986 3.154214, 43.62997 3.154626, 43.63 3.154792))",7490.886136,0.749088614,Hassan Omar Khadhib
22,22/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745307839934.jpg,3.0942383 43.6519572 358.0 3.0;3.0936682 43.6518576 357.0 3.677;3.0936136 43.6523592 355.0 3.277;3.0940682 43.6530022 357.0 3.496;3.0941338 43.6530823 357.0 3.369;3.0944994 43.653197 356.0 3.493;3.0950981 43.6531873 360.0 3.674;3.0947412 43.6520521 356.0 3.609;3.0942683 43.651953 356.0 3.843;3.0942383 43.6519572 358.0 3.0,RAF,agriculture,contour_planting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,7/1/2025,9.0,,80.0,1.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.65196 3.094238, 43.65186 3.093668, 43.65236 3.093614, 43.653 3.094068, 43.65308 3.094134, 43.6532 3.094499, 43.65319 3.095098, 43.65205 3.094741, 43.65195 3.094268, 43.65196 3.094238))",16404.80754,1.640480754,ABSHIR ABDULLAH ALI
23,22/04/2025,nrc,,southwestâ€¦,bay.,baidoa.,isha,1745305369666.jpg,3.0928444 43.6534825 412.20001220703125 20.5;3.0924116 43.6535792 357.0 3.216;3.0911697 43.6538781 355.0 3.979;3.0913598 43.6550181 412.20001220703125 3.636;3.0912948 43.6553231 354.0 3.325;3.0911392 43.6554422 355.0 3.504;3.0912245 43.6561399 354.0 3.822;3.0926859 43.6561807 352.0 3.521;3.0928274 43.654204 355.0 3.124;3.0929932 43.6541767 357.0 3.947;3.0928958 43.6537811 354.0 3.479;3.0928237 43.6536841 355.0 3.41;3.0928444 43.6534825 412.20001220703125 20.5,RAF,agriculture,halfmoons contour_planting,new,1/2/2025,138.0,,6.0,3.0,40.0,boomerangs,,6.0,2.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,10/2/2025,9.0,,72.0,1.0,60.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.65348 3.092844, 43.65358 3.092412, 43.65388 3.09117, 43.65502 3.09136, 43.65532 3.091295, 43.65544 3.091139, 43.65614 3.091225, 43.65618 3.092686, 43.6542 3.092827, 43.65418 3.092993, 43.65378 3.092896, 43.65368 3.092824, 43.65348 3.092844))",47378.83387,4.737883387,ABSHIR ABDULLAH ALI
24,17/04/2025,concern,,jubaland.,gedo,baardhere,bula adey,1744893896960.jpg,2.3116773 42.2612785 65.1116943359375 3.216; 2.3116941 42.2628133 67.0098876953125 3.216; 2.31276 42.26373 65.7574462890625 3.216; 2.3133314 42.2616533 67.1129150390625 3.216; 2.3116773 42.2612785 65.1116943359375 3.216,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,20.0,500m_to_1000m,all_year,none,fenced,agriculture,funtional,generator,2.312753,42.2618389,69.59967041,4.716,1744894068626.jpg,"POLYGON ((42.26128 2.311677, 42.26281 2.311694, 42.26373 2.31276, 42.26165 2.313331, 42.26128 2.311677))",32389.82394,3.238982394,Ali Aden
25,17/04/2025,concern,,jubaland.,gedo,baardhere,mardha,1744885773882.jpg,2.3978877 42.3319219 68.519775390625 8.04; 2.3960394 42.3328287 76.41888427734375 3.216; 2.3957293 42.3320044 74.5025634765625 3.216; 2.3975132 42.3310265 71.60888671875 3.216; 2.3978877 42.3319219 68.519775390625 8.04,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,2.0,500m_to_1000m,all_year,none,fenced,agriculture,funtional,generator,2.3976036,42.3310433,74.39379883,4.824,1744885801700.jpg,"POLYGON ((42.33192 2.397888, 42.33283 2.396039, 42.332 2.395729, 42.33103 2.397513, 42.33192 2.397888))",23172.26847,2.317226847,Ali Aden
26,17/04/2025,concern,,jubaland.,gedo,baardhere,buulo dhato,1744890747067.jpg,2.3028059 42.2653801 67.71875 5.686;2.3277225 42.2832323 69.586669921875 3000.0;2.3056787 42.2639858 69.0657958984375 5.271;2.3044417 42.2631537 77.197021484375 3.79;2.3028059 42.2653801 67.71875 5.686,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,1000.0,1000_to_2000m,wet_season,agricultural_runoff,fenced,agriculture,funtional,generator,2.3047098,42.2651215,77.71905518,3.996,1744891925374.jpg,"POLYGON ((42.26538 2.302806, 42.28323 2.327723, 42.26399 2.305679, 42.26315 2.304442, 42.26538 2.302806))",553778.1629,55.37781629,Abdullahi Sharif LLG
27,17/04/2025,concern,,jubaland.,gedo,baardhere,mardha,1744880747464.jpg,2.4235693 42.3342614 78.80322265625 3.216;2.4251229 42.3371669 72.737060546875 3.216;2.4239243 42.3377555 69.6563720703125 3.216;2.423243 42.3362205 71.549072265625 3.216;2.4235693 42.3342614 78.80322265625 3.216,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,1.0,500m_to_1000m,all_year,none,fenced,agriculture,funtional,generator,2.4239698,42.3352322,71.75585938,3.216,1744880787290.jpg,"POLYGON ((42.33426 2.423569, 42.33717 2.425123, 42.33776 2.423924, 42.33622 2.423243, 42.33426 2.423569))",38387.79039,3.838779039,Ali Adan
28,17/04/2025,concern,,jubaland.,gedo,baardhere,shimbiroole east,1744878074149.jpg,2.3705865 42.2986051 88.2099609375 9.619;2.372432 42.2982562 79.73785400390625 5.09;2.3730345 42.296905 78.7862548828125 3.79;2.371171 42.2966027 78.23199462890625 3.79;2.3705865 42.2986051 88.2099609375 9.619,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual communal/village,other,1000.0,1000_to_2000m,wet_season,none,fenced,agriculture,funtional,generator,2.3720575,42.2971142,86.93792725,4.571,1744878446980.jpg,"POLYGON ((42.29861 2.370586, 42.29826 2.372432, 42.2969 2.373035, 42.2966 2.371171, 42.29861 2.370586))",38259.44317,3.825944317,Abdullahi Sharif Noor LLG
29,17/04/2025,concern,,jubaland.,gedo,baardhere,shimbiroole east,1744876207675.jpg,2.3731934 42.2983409 69.085205078125 6.997;2.3737069 42.2962711 63.5799560546875 4.43;2.3737673 42.3024709 67.11505126953125 3.828;2.3730261 42.3024664 65.8824462890625 6.388;2.3731934 42.2983409 69.085205078125 6.997,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,1000.0,1000_to_2000m,wet_season,none,fenced,agriculture,funtional,generator,2.3736731,42.3020921,74.61810303,4.092,1744877313796.jpg,"POLYGON ((42.29834 2.373193, 42.29627 2.373707, 42.30247 2.373767, 42.30247 2.373026, 42.29834 2.373193))",39179.95799,3.917995799,abdullahi Sharif LLG
