,Scientific Name,Local Name,Tree Usage,Other Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
217,Dracaena steudneri,Muthea,SOIL_FERTILITY CONSTRUCTION SHADE FRUITS FIREWOOD ,,TRUE,Kenya,muthea,local_name (replaced NA),Kenya,Dracaena steudneri Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Asparagales,Asparagaceae,Dracaena,Dracaena steudneri,100,Dracaena steudneri,Muthare,Kenya,R,dracaena steudneri,0.061904762,Accepted,scientific_name,kithea,Kithare,both,Dracaena steudneri
218,Cassia arereh,Mwela ndathe,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,Carving,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
219,,Mwaa woosi,SOIL_FERTILITY SHADE FIREWOOD ,Carving,FALSE,Kenya,mwaa woosi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
220,Newtonia buchananii,Mukumi,SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mukumi,local_name (replaced NA),Kenya,Newtonia buchananii (Baker) G.C.C.Gilbert & Boutique,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Newtonia,Newtonia buchananii,100,Newtonia buchananii,Mukui,Kenya,R,newtonia buchananii,0.033333333333333326,Accepted,scientific_name,mukumi,Mukui,both,Newtonia buchananii
221,Commiphora glandulosa,Itula,SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,beehives,FALSE,Kenya,itula,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,itula,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
222,Acacia xanthophloea,Mulela,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mulela,local_name (replaced NA),Kenya,Acacia xanthophloea Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia xanthophloea,100,Acacia xanthophloea,mulera,Tanzania,R,acacia xanthophloea,0.066666667,Accepted,scientific_name,mulela,mulera,both,Acacia xanthophloea
223,Olea europaea,Muthata,SOIL_FERTILITY SHADE FIREWOOD ,Carving,FALSE,Kenya,muthata,local_name (replaced NA),Kenya,Olea europaea L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,99,Olea europaea,Muthata,Kenya,R,olea europaea,0,Accepted,scientific_name,muthaalwa,Muthata,both,Olea europaea
224,Balanites aegyptiaca,Kiluli,SOIL_FERTILITY FIREWOOD ,Carving Fencing,FALSE,Kenya,kiluli,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0.028571429,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
225,,Chapati ya Mbuzi,FODDER SOIL_FERTILITY SHADE FIREWOOD ,,FALSE,Kenya,chapati ya mbuzi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
226,Tamarindus indica,Mukwasu,SOIL_FERTILITY SHADE FRUITS FIREWOOD ,,TRUE,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
227,Newtonia buchananii,Mukumi,CONSTRUCTION FIREWOOD ,Fencing,FALSE,Kenya,mukumi,local_name (replaced NA),Kenya,Newtonia buchananii (Baker) G.C.C.Gilbert & Boutique,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Newtonia,Newtonia buchananii,100,Newtonia buchananii,Mukui,Kenya,R,newtonia buchananii,0.033333333333333326,Accepted,scientific_name,mukumi,Mukui,both,Newtonia buchananii
228,Terminalia brownii,Kiuuku,FODDER SOIL_FERTILITY SHADE FIREWOOD ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
229,Syzygium germainii,zambarau,FODDER SOIL_FERTILITY FRUITS FIREWOOD ,,TRUE,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
230,,Mwenyea accacia,FODDER FIREWOOD ,,FALSE,Kenya,mwenyea accacia,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
231,Persea americana,Kikomoa,FRUITS FIREWOOD CONSTRUCTION ,,TRUE,Kenya,kikomoa,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,kikolovia,Kenya,V,persea americana,0.095238095,Accepted,scientific_name,kikomoa,kikolovia,both,Persea americana
232,,a xanthophloea,FODDER FIREWOOD CONSTRUCTION ,,FALSE,Kenya,a xanthophloea,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
233,Croton megalocarpus,croton,FIREWOOD CONSTRUCTION MEDICINAL ,,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,kithulu,Kithulu,both,Croton megalocarpus
234,Annona cherimola,kitomoko,FRUITS SHADE ,,TRUE,Kenya,kitomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitoo,kitomoko,both,Annona cherimola
235,Acacia elatior,Muunga,SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,Fencing,FALSE,Kenya,muunga,local_name (replaced NA),Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,Muunga,Kenya,R,acacia elatior,0,Accepted,scientific_name,mbunga,Munga,both,Acacia elatior
236,Acacia mellifera,Muthiiya,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,muthiiya,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
237,Acacia nilotica,Mukemei,FODDER SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,mukemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,musemei,Kenya,V,acacia nilotica,0.076190476,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
238,Syzygium cordatum,zambarau,SHADE FRUITS ,,TRUE,Kenya,zambarau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,zambarao,Kenya,V,syzygium cordatum,0.050000000000000044,Accepted,scientific_name,zambarau,zambarao,both,Syzygium cordatum
239,Adansonia digitata,Mwiwa,FODDER SOIL_FERTILITY FIREWOOD OTHER ,,FALSE,Kenya,mwiwa,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,mwiwi,Tanzania,R,adansonia digitata,0.08,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
240,Balanites aegyptiaca,Mululi,FODDER SOIL_FERTILITY SHADE FIREWOOD ,,FALSE,Kenya,mululi,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,mululi,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
241,Eriobotrya japonica,Kiundwa,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,kiundwa,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.076190476,Accepted,scientific_name,kiundwa,Kitunda,both,Eriobotrya japonica
242,Terminalia brownii,Kiuku,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,kiuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0.085555556,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
243,Acacia nilotica,Kisemei,FODDER SOIL_FERTILITY SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,kisemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
244,Combretum molle,Mwaa,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mwaa,local_name (replaced NA),Kenya,Combretum molle R.Br. ex G.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,Combretum molle,99,Combretum molle,Mwama,Kenya,R,combretum molle,0.046666666666666745,Accepted,scientific_name,mwaa,Mwama,both,Combretum molle
245,Cassia arereh,Mwela ndathe,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
246,Commiphora glandulosa,Ikuu,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,Fencing,FALSE,Kenya,ikuu,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,ikuu,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
247,Acacia mellifera,Muthiiya,FODDER SOIL_FERTILITY SHADE FIREWOOD ,,FALSE,Kenya,muthiiya,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
248,Combretum,Itithi,FODDER SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,itithi,local_name (replaced NA),Kenya,Combretum Loefl.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,,96,Combretum,itithi,Kenya,V,combretum glandulosa,0,Accepted,scientific_name,itithi,itithi,both,Combretum
249,Myrianthus holstii,Kiuua,SOIL_FERTILITY SHADE FRUITS FIREWOOD ,,TRUE,Kenya,kiuua,local_name (replaced NA),Kenya,Myrianthus holstii Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Urticaceae,Myrianthus,Myrianthus holstii,100,Myrianthus holstii,Kiruhura,Uganda,R,myrianthus holstii,0.1,Accepted,scientific_name,kiuua,Kiruhura,both,Myrianthus holstii
250,Dalbergia melanoxylon,Muvingo,FODDER SOIL_FERTILITY SHADE FIREWOOD ,Carving,FALSE,Kenya,muvingo,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,Muvingo,Kenya,R,dalbergia melanoxylon,0,Accepted,scientific_name,muvingo,Muvingo,both,Dalbergia melanoxylon
251,Leucaena leucocephala,lusina,SHADE ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
252,,Msoda,SHADE ,,FALSE,Kenya,msoda,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
253,,Mchristmass,SHADE ,,FALSE,Kenya,mchristmass,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
254,Bombax rhodognaphalon,Mwaghare,SHADE FIREWOOD ,,FALSE,Kenya,mwaghare,local_name (replaced NA),Kenya,Bombax rhodognaphalon K.Schum. ex Engl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Malvales,Malvaceae,Rhodognaphalon,Rhodognaphalon stolzii,99,Bombax rhodognaphalon,Mware,Kenya,R,bombax rhodognaphalon,0.0875,Accepted,scientific_name,mwaghare,Mware,both,Bombax rhodognaphalon
255,Boscia coriacea,Chariso,SOIL_FERTILITY ,,FALSE,Kenya,chariso,local_name (replaced NA),Kenya,Boscia coriacea Graells,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Capparaceae,Boscia,Boscia coriacea,99,Boscia coriacea,Chariso,Kenya,R,boscia coriacea,0,Accepted,scientific_name,chariso,Chariso,both,Boscia coriacea
256,Acacia nubica,Iti ya wasi,FIREWOOD ,,FALSE,Kenya,acacia nubica,scientific_name,Kenya,Acacia nubica Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia oerfota,100,Acacia nubica,,,,,,,,,,both,Acacia nubica
257,Leucaena leucocephala,Lusina,SOIL_FERTILITY FODDER ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
258,Acacia mellifera,Iti,SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,acacia mellifera,scientific_name,Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,,,,,,,,,,both,Acacia mellifera
259,Sterculia africana,Mojha,MEDICINAL OTHER ,Fibre,FALSE,Kenya,mojha,local_name (replaced NA),Kenya,Sterculia africana (Lour.) Fiori,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Sterculia,Sterculia africana,100,Sterculia africana,Moja,Kenya,R,sterculia africana,0.046666666666666745,Accepted,scientific_name,kiusya,kiusya,both,Sterculia africana
260,Annona cherimola,Ndomoko,FRUITS CONSTRUCTION MEDICINAL FIREWOOD FODDER ,,TRUE,Kenya,ndomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,ndomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitoo,kitomoko,both,Annona cherimola
261,Boscia coriacea,Chariso,SOIL_FERTILITY SHADE ,,FALSE,Kenya,chariso,local_name (replaced NA),Kenya,Boscia coriacea Graells,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Capparaceae,Boscia,Boscia coriacea,99,Boscia coriacea,Chariso,Kenya,R,boscia coriacea,0,Accepted,scientific_name,chariso,Chariso,both,Boscia coriacea
262,Senna siamea,muchora,SHADE FIREWOOD ,,FALSE,Kenya,senna siamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
263,Tamarindus indica,Mkwaju,FRUITS SHADE MEDICINAL FODDER ,,TRUE,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
264,Terminalia catappa,Mkungu,FRUITS SHADE FIREWOOD NUTS ,,TRUE,Kenya,mkungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mkungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
265,Albizia anthelmintica,Porozi,SOIL_FERTILITY MEDICINAL FIREWOOD ,,FALSE,Kenya,albizia anthelmintica,scientific_name,Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,,,,,,,,,,both,Albizia anthelmintica
266,Cascabela thevetia,Yellow Elder,SHADE ,,FALSE,Kenya,yellow elder,local_name (replaced NA),Kenya,Cascabela thevetia (L.) Lippold,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Apocynaceae,Cascabela,Cascabela thevetia,100,Cascabela thevetia,Yellow oleander,Zambia,R,cascabela thevetia,0.056666667,Accepted,scientific_name,yellow elder,Yellow oleander,both,Cascabela thevetia
267,Albizia anthelmintica,Porozi,SOIL_FERTILITY SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,albizia anthelmintica,scientific_name,Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,,,,,,,,,,both,Albizia anthelmintica
268,Acacia tortilis,Wapugha,FIREWOOD OTHER ,Fencing,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
269,Leucaena leucocephala,Lusina,SOIL_FERTILITY SHADE FODDER ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
270,Passiflora edulis,Kisundi,SHADE FIREWOOD ,,FALSE,Kenya,kisundi,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,kikundi,Kenya,V,passiflora edulis,0.076190476,Accepted,scientific_name,kisundi,kikundi,both,Passiflora edulis
271,Boswellia neglecta,Mtunguri,SHADE FIREWOOD ,,FALSE,Kenya,mtunguri,local_name (replaced NA),Kenya,Boswellia neglecta S.Moore,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Boswellia,Boswellia neglecta,100,Boswellia neglecta,Mtungu,Kenya,R,boswellia neglecta,0.050000000000000044,Accepted,scientific_name,mtunguri,Mtungu,both,Boswellia neglecta
272,Albizia anthelmintica,Porozi,SOIL_FERTILITY SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,albizia anthelmintica,scientific_name,Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,,,,,,,,,,both,Albizia anthelmintica
273,,Mshigja,SOIL_FERTILITY SHADE MEDICINAL FIREWOOD FODDER ,,FALSE,Kenya,mshigja,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
274,Prunus africana,Mngima,SHADE FIREWOOD ,,FALSE,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
275,Sterculia africana,Mojha,MEDICINAL OTHER ,Fibre,FALSE,Kenya,mojha,local_name (replaced NA),Kenya,Sterculia africana (Lour.) Fiori,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Sterculia,Sterculia africana,100,Sterculia africana,Moja,Kenya,R,sterculia africana,0.046666666666666745,Accepted,scientific_name,kiusya,kiusya,both,Sterculia africana
276,Acacia tortilis,Wapugha,SHADE FIREWOOD ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
277,Boscia coriacea,Chariso,SOIL_FERTILITY ,,FALSE,Kenya,chariso,local_name (replaced NA),Kenya,Boscia coriacea Graells,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Capparaceae,Boscia,Boscia coriacea,99,Boscia coriacea,Chariso,Kenya,R,boscia coriacea,0,Accepted,scientific_name,chariso,Chariso,both,Boscia coriacea
278,Ficus sycomorus,Mkuyu,SOIL_FERTILITY SHADE ,,FALSE,Kenya,ficus sycomorus,scientific_name,Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,,,,,,,,,,both,Ficus sycomorus
279,Cordia monoica,Mshasha,SOIL_FERTILITY SHADE FIREWOOD ,,FALSE,Kenya,mshasha,local_name (replaced NA),Kenya,Cordia monoica Roxb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia monoica,99,Cordia monoica,Msasa,Kenya,R,cordia monoica,0.076190476,Accepted,scientific_name,mshasha,Msasa,both,Cordia monoica
280,Leucaena leucocephala,Lusina,SOIL_FERTILITY SHADE FODDER ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
281,Annona cherimola,Ndomoko,FRUITS SHADE FIREWOOD FODDER ,,TRUE,Kenya,ndomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,ndomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,kitoo,kitomoko,both,Annona cherimola
282,Vachellia,Mghunga,FIREWOOD ,,FALSE,Kenya,mghunga,local_name (replaced NA),Kenya,Vachellia Wight & Arn.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,,99,Vachellia,Mgunga,Kenya,R,acacia seyal,0.038095238,Accepted,scientific_name,mghunga,Mgunga,both,Vachellia
283,,Mshigha,SOIL_FERTILITY FRUITS SHADE MEDICINAL FIREWOOD FODDER ,,TRUE,Kenya,mshigha,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
284,Azadirachta indica,mwarobaini,FIREWOOD SHADE CONSTRUCTION MEDICINAL FODDER ,,FALSE,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
285,Calliandra,kalila,FIREWOOD SHADE ,,FALSE,Kenya,kalila,local_name (replaced Unknown),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
286,Adansonia digitata,Kiamba,SHADE ,,FALSE,Kenya,adansonia digitata,scientific_name,Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,,,,,,,,,,both,Adansonia digitata
287,Acacia tortilis,kimwaa,FIREWOOD FODDER SHADE ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
288,Adansonia digitata,kipambare,OTHER SHADE ,fencing,FALSE,Kenya,kipambare,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0.088888889,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
